Time [s], Analyzer Name, Decoded Protocol Result
1.565637120000000,SPI,MOSI: 0xAE;  MISO: 0x00
1.565716040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565717100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565718160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565719220000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565720300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565721360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565722420000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565723500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565724560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565725620000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565726700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565727760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565728820000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565729900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565730960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565732020000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565733100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565734160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565735220000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565736300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565737360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565738440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565739500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565740560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565741640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565742700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565743760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565744820000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565745900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565746960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565748020000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565749100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565750160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565751220000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565752300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565753360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565754420000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565755500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565756560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565757620000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565758700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565759760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565760820000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565761900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565762960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565764020000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565765100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565766160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565767240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565768300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565769360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565770440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565771500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565772560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565773640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565774700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565775760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565776840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565777900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565778960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565780040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565781100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565782160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565783240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565784300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565785360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565786420000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565787500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565788560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565789620000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565790700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565791760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565792840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565793900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565794960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565796040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565797100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565798160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565799240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565800300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565801360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565802440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565803500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565804560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565805640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565806700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565807760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565808840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565809900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565810960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565812020000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565813100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565814160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565815240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565816300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565817360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565818440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565819500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565820560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565821640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565822700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565823760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565824840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565825900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565826960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565828040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565829100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565830160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565831240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565832300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565833360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565834440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565835500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565836560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565837620000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565838700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565839760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565840840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565841900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565842960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565844040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565845100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565846160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565847240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565848300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565849360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565850440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565851500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565852560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565853640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565854700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565855760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565856840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565857900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565858960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565860040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565861100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565862160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565863240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565864300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565865360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565866440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565867500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565868560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565869640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565870700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565871760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565872840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565873900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565874960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565876040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565877100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565878160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565879240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565880300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565881360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565882440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565883500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565884560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565885640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565886700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565887760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565888840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565889900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565890960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565892040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565893100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565894160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565895240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565896300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565897360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565898440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565899500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565900560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565901640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565902700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565903760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565904840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565905900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565906960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565908040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565909100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565910160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565911240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565912300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565913360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565914440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565915500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565916560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565917640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565918700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565919760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565920840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565921900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565922960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565924040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565925100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565926160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565927240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565928300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565929360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565930440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565931500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565932560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565933640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565934700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565935760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565936840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565937900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565938960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565940040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565941100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565942160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565943240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565944300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565945360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565946440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565947500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565948560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565949640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565950700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565951760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565952840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565953900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565954960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565956040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565957100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565958160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565959240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565960300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565961360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565962440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565963500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565964560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565965640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565966700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565967760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565968840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565969900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565970960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565972040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565973100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565974160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565975240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565976300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565977360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565978440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565979500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565980560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565981640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565982700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565983760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565984840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565985900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565986960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565988040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565989100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565990160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565991240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565992300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565993360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565994440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565995500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565996560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565997640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565998700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.565999760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566000840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566001900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566002960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566004040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566005100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566006160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566007240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566008300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566009360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566010440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566011500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566012560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566013640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566014700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566015760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566016840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566017900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566018960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566020040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566021100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566022160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566023240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566024300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566025360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566026440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566027500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566028560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566029640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566030700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566031760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566032840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566033900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566034960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566036040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566037100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566038160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566039240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566040300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566041360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566042440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566043500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566044560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566045640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566046700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566047760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566048840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566049900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566050960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566052040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566053100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566054180000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566055240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566056300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566057380000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566058440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566059500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566060580000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566061640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566062700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566063780000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566064840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566065900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566066960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566068040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566069100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566070160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566071240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566072300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566073360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566074440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566075500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566076560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566077640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566078700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566079780000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566080840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566081900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566082980000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566084040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566085100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566086160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566087240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566088300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566089360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566090440000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566091500000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566092560000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566093640000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566094700000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566095760000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566096840000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566097900000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566098960000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566100040000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566101100000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566102160000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566103240000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566104300000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566105360000000,SPI,MOSI: 0x00;  MISO: 0x00
1.566106440000000,SPI,MOSI: 0x00;  MISO: 0x00
